ID,Name,Full Name,Type 1,Type 2,Fast Move,Fast Move Type,Power,Turns,Energy,Charge Move,Charge Move Type,Power,Energy,Charge Time,Fast DPS,Charge DPS,Total DPS
1474,Electrode,Electrode,Electric,Ground,Tackle,Normal,3,1,2,Hyper Beam,Normal,150,80,20,6,6,12
1475,Electrode,Electrode,Electric,Ground,Tackle,Normal,3,1,2,Discharge,Electric,65,45,11.5,6,5.39,11.39
1476,Electrode,Electrode,Electric,Ground,Tackle,Normal,3,1,2,Thunderbolt,Electric,90,55,14,6,6.14,12.14
1477,Electrode,Electrode,Electric,Ground,Tackle,Normal,3,1,2,Foul Play,Dark,70,45,11.5,6,4.87,10.87
1478,Electrode,Electrode,Electric,Ground,Volt Switch,Electric,12,4,16,Hyper Beam,Normal,150,80,10,6,12,18
1479,Electrode,Electrode,Electric,Ground,Volt Switch,Electric,12,4,16,Discharge,Electric,65,45,6,6,10.33,16.33
1480,Electrode,Electrode,Electric,Ground,Volt Switch,Electric,12,4,16,Thunderbolt,Electric,90,55,8,6,10.75,16.75
1481,Electrode,Electrode,Electric,Ground,Volt Switch,Electric,12,4,16,Foul Play,Dark,70,45,6,6,9.33,15.33
1482,Exeggcute,Exeggcute,Grass,Psychic,Confusion,Psychic,16,4,12,Seed Bomb,Grass,55,40,8,4.5,4.38,8.88
1483,Exeggcute,Exeggcute,Grass,Psychic,Confusion,Psychic,16,4,12,Ancient Power,Rock,45,45,8,4.5,3,7.5
1484,Exeggcute,Exeggcute,Grass,Psychic,Confusion,Psychic,16,4,12,Psychic,Psychic,90,55,10,4.5,4.7,9.2
1485,Exeggcute,Exeggcute,Grass,Psychic,Confusion,Psychic,16,4,12,Frustration,Normal,10,70,12,4.5,0.5,5
1486,Exeggcute,Exeggcute,Grass,Psychic,Confusion,Psychic,16,4,12,Return,Normal,130,70,12,4.5,5.67,10.17
1487,Exeggcute,Exeggcute,Grass,Psychic,Bullet Seed,Grass,5,3,13,Seed Bomb,Grass,55,40,6,2.67,5.83,8.5
1488,Exeggcute,Exeggcute,Grass,Psychic,Bullet Seed,Grass,5,3,13,Ancient Power,Rock,45,45,6,2.67,4,6.67
1489,Exeggcute,Exeggcute,Grass,Psychic,Bullet Seed,Grass,5,3,13,Psychic,Psychic,90,55,7.5,2.67,6.27,8.94
1490,Exeggcute,Exeggcute,Grass,Psychic,Bullet Seed,Grass,5,3,13,Frustration,Normal,10,70,9,2.67,0.67,3.34
1491,Exeggcute,Exeggcute,Grass,Psychic,Bullet Seed,Grass,5,3,13,Return,Normal,130,70,9,2.67,7.56,10.23
1492,Exeggutor,Exeggutor,Grass,Psychic,Zen Headbutt,Psychic,8,3,6,Seed Bomb,Grass,55,40,10.5,5.33,5.62,10.95
1493,Exeggutor,Exeggutor,Grass,Psychic,Zen Headbutt,Psychic,8,3,6,Psychic,Psychic,90,55,15,5.33,5.4,10.73
1494,Exeggutor,Exeggutor,Grass,Psychic,Zen Headbutt,Psychic,8,3,6,Solar Beam,Grass,150,80,21,5.33,7.67,13
1495,Exeggutor,Exeggutor,Grass,Psychic,Zen Headbutt,Psychic,8,3,6,Frustration,Normal,10,70,18,5.33,0.5,5.83
1496,Exeggutor,Exeggutor,Grass,Psychic,Zen Headbutt,Psychic,8,3,6,Return,Normal,130,70,18,5.33,6.5,11.83
1497,Exeggutor,Exeggutor,Grass,Psychic,Confusion,Psychic,16,4,12,Seed Bomb,Grass,55,40,8,7.5,7.38,14.88
1498,Exeggutor,Exeggutor,Grass,Psychic,Confusion,Psychic,16,4,12,Psychic,Psychic,90,55,10,7.5,8.1,15.6
1499,Exeggutor,Exeggutor,Grass,Psychic,Confusion,Psychic,16,4,12,Solar Beam,Grass,150,80,14,7.5,11.5,19
1500,Exeggutor,Exeggutor,Grass,Psychic,Confusion,Psychic,16,4,12,Frustration,Normal,10,70,12,7.5,0.75,8.25
1501,Exeggutor,Exeggutor,Grass,Psychic,Confusion,Psychic,16,4,12,Return,Normal,130,70,12,7.5,9.75,17.25
1502,Exeggutor,Exeggutor,Grass,Psychic,Bullet Seed,Grass,5,3,13,Seed Bomb,Grass,55,40,6,4,9.83,13.83
1503,Exeggutor,Exeggutor,Grass,Psychic,Bullet Seed,Grass,5,3,13,Psychic,Psychic,90,55,7.5,4,10.8,14.8
1504,Exeggutor,Exeggutor,Grass,Psychic,Bullet Seed,Grass,5,3,13,Solar Beam,Grass,150,80,10.5,4,15.33,19.33
1505,Exeggutor,Exeggutor,Grass,Psychic,Bullet Seed,Grass,5,3,13,Frustration,Normal,10,70,9,4,1,5
1506,Exeggutor,Exeggutor,Grass,Psychic,Bullet Seed,Grass,5,3,13,Return,Normal,130,70,9,4,13,17
1507,Exeggutor,Exeggutor,Grass,Psychic,Extrasensory,Psychic,8,3,10,Seed Bomb,Grass,55,40,6,5.33,9.83,15.16
1508,Exeggutor,Exeggutor,Grass,Psychic,Extrasensory,Psychic,8,3,10,Psychic,Psychic,90,55,9,5.33,9,14.33
1509,Exeggutor,Exeggutor,Grass,Psychic,Extrasensory,Psychic,8,3,10,Solar Beam,Grass,150,80,12,5.33,13.42,18.75
1510,Exeggutor,Exeggutor,Grass,Psychic,Extrasensory,Psychic,8,3,10,Frustration,Normal,10,70,10.5,5.33,0.86,6.19
1511,Exeggutor,Exeggutor,Grass,Psychic,Extrasensory,Psychic,8,3,10,Return,Normal,130,70,10.5,5.33,11.14,16.47
1512,Exeggutor,Exeggutor (Alolan Exeggutor),Grass,Dragon,Dragon Tail,Dragon,13,3,9,Seed Bomb,Grass,55,40,7.5,8,7.87,15.87
1513,Exeggutor,Exeggutor (Alolan Exeggutor),Grass,Dragon,Dragon Tail,Dragon,13,3,9,Dragon Pulse,Dragon,90,60,10.5,8,7.71,15.71
1514,Exeggutor,Exeggutor (Alolan Exeggutor),Grass,Dragon,Dragon Tail,Dragon,13,3,9,Solar Beam,Grass,150,80,13.5,8,11.93,19.93
1515,Exeggutor,Exeggutor (Alolan Exeggutor),Grass,Dragon,Bullet Seed,Grass,5,3,13,Seed Bomb,Grass,55,40,6,4,9.83,13.83
1516,Exeggutor,Exeggutor (Alolan Exeggutor),Grass,Dragon,Bullet Seed,Grass,5,3,13,Dragon Pulse,Dragon,90,60,7.5,4,10.8,14.8
1517,Exeggutor,Exeggutor (Alolan Exeggutor),Grass,Dragon,Bullet Seed,Grass,5,3,13,Solar Beam,Grass,150,80,10.5,4,15.33,19.33
1518,Cubone,Cubone,Ground,Dragon,Mud-Slap,Grass,5,3,13,Dig,Ground,100,80,10.5,2,5.14,7.14
1519,Cubone,Cubone,Ground,Dragon,Mud-Slap,Grass,5,3,13,Bone Club,Ground,40,35,4.5,2,4.89,6.89
1520,Cubone,Cubone,Ground,Dragon,Mud-Slap,Grass,5,3,13,Bulldoze,Ground,80,60,7.5,2,5.73,7.73
1521,Cubone,Cubone,Ground,Dragon,Mud-Slap,Grass,5,3,13,Frustration,Normal,10,70,9,2,0.56,2.56
1522,Cubone,Cubone,Ground,Dragon,Mud-Slap,Grass,5,3,13,Return,Normal,130,70,9,2,6.44,8.44
1523,Cubone,Cubone,Ground,Dragon,Rock Smash,Fighting,9,3,6,Dig,Ground,100,80,21,2.67,2.57,5.24
1524,Cubone,Cubone,Ground,Dragon,Rock Smash,Fighting,9,3,6,Bone Club,Ground,40,35,9,2.67,2.44,5.11
1525,Cubone,Cubone,Ground,Dragon,Rock Smash,Fighting,9,3,6,Bulldoze,Ground,80,60,15,2.67,2.87,5.54
1526,Cubone,Cubone,Ground,Dragon,Rock Smash,Fighting,9,3,6,Frustration,Normal,10,70,18,2.67,0.28,2.95
1527,Cubone,Cubone,Ground,Dragon,Rock Smash,Fighting,9,3,6,Return,Normal,130,70,18,2.67,3.22,5.89
1528,Marowak,Marowak,Ground,Dragon,Mud-Slap,Fighting,9,3,6,Dig,Ground,100,80,21,4.67,3.86,8.53
1529,Marowak,Marowak,Ground,Dragon,Mud-Slap,Fighting,9,3,6,Earthquake,Ground,120,65,16.5,4.67,5.88,10.55
1530,Marowak,Marowak,Ground,Dragon,Mud-Slap,Fighting,9,3,6,Bone Club,Ground,40,35,9,4.67,3.67,8.34
1531,Marowak,Marowak,Ground,Dragon,Mud-Slap,Fighting,9,3,6,Frustration,Normal,10,70,18,4.67,0.39,5.06
1532,Marowak,Marowak,Ground,Dragon,Mud-Slap,Fighting,9,3,6,Return,Normal,130,70,18,4.67,4.89,9.56
1533,Marowak,Marowak,Ground,Dragon,Rock Smash,Fighting,9,3,6,Dig,Ground,100,80,21,4.67,3.86,8.53
1534,Marowak,Marowak,Ground,Dragon,Rock Smash,Fighting,9,3,6,Earthquake,Ground,120,65,16.5,4.67,5.88,10.55
1535,Marowak,Marowak,Ground,Dragon,Rock Smash,Fighting,9,3,6,Bone Club,Ground,40,35,9,4.67,3.67,8.34
1536,Marowak,Marowak,Ground,Dragon,Rock Smash,Fighting,9,3,6,Frustration,Normal,10,70,18,4.67,0.39,5.06
1537,Marowak,Marowak,Ground,Dragon,Rock Smash,Fighting,9,3,6,Return,Normal,130,70,18,4.67,4.89,9.56
1538,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Rock Smash,Fighting,9,3,6,Flame Wheel,Fire,60,55,15,4.67,3.27,7.94
1539,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Rock Smash,Fighting,9,3,6,Shadow Ball,Ghost,100,55,15,4.67,4.53,9.2
1540,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Rock Smash,Fighting,9,3,6,Bone Club,Ground,40,35,9,4.67,3,7.67
1541,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Rock Smash,Fighting,9,3,6,Fire Blast,Fire,140,80,21,4.67,5.38,10.05
1542,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Rock Smash,Fighting,9,3,6,Shadow Bone,Ghost,75,45,12,4.67,4.25,8.92
1543,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Hex,Ghost,6,3,12,Flame Wheel,Fire,60,55,7.5,3.33,6.53,9.86
1544,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Hex,Ghost,6,3,12,Shadow Ball,Ghost,100,55,7.5,3.33,9.07,12.4
1545,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Hex,Ghost,6,3,12,Bone Club,Ground,40,35,4.5,3.33,6,9.33
1546,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Hex,Ghost,6,3,12,Fire Blast,Fire,140,80,10.5,3.33,10.76,14.09
1547,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Hex,Ghost,6,3,12,Shadow Bone,Ghost,75,45,6,3.33,8.5,11.83
1548,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Fire Spin,Fire,9,3,10,Flame Wheel,Fire,60,55,9,5.33,5.44,10.77
1549,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Fire Spin,Fire,9,3,10,Shadow Ball,Ghost,100,55,9,5.33,7.56,12.89
1550,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Fire Spin,Fire,9,3,10,Bone Club,Ground,40,35,6,5.33,4.5,9.83
1551,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Fire Spin,Fire,9,3,10,Fire Blast,Fire,140,80,12,5.33,9.42,14.75
1552,Marowak,Marowak (Alolan Marowak),Fire,Ghost,Fire Spin,Fire,9,3,10,Shadow Bone,Ghost,75,45,7.5,5.33,6.8,12.13
1553,Hitmonlee,Hitmonlee,Fighting,Ghost,Low Kick,Fighting,4,2,5,Stone Edge,Rock,100,55,11,5,8.55,13.55
1554,Hitmonlee,Hitmonlee,Fighting,Ghost,Low Kick,Fighting,4,2,5,Low Sweep,Fighting,40,40,8,5,5.62,10.62
1555,Hitmonlee,Hitmonlee,Fighting,Ghost,Low Kick,Fighting,4,2,5,Brick Break,Fighting,40,35,7,5,6.43,11.43
1556,Hitmonlee,Hitmonlee,Fighting,Ghost,Low Kick,Fighting,4,2,5,Stomp,Normal,55,40,8,5,6.5,11.5
1557,Hitmonlee,Hitmonlee,Fighting,Ghost,Low Kick,Fighting,4,2,5,Close Combat,Fighting,100,45,9,5,12.44,17.44
1558,Hitmonlee,Hitmonlee,Fighting,Ghost,Low Kick,Fighting,4,2,5,Frustration,Normal,10,70,14,5,0.71,5.71
1559,Hitmonlee,Hitmonlee,Fighting,Ghost,Low Kick,Fighting,4,2,5,Return,Normal,130,70,14,5,8.64,13.64
1560,Hitmonlee,Hitmonlee,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Stone Edge,Rock,100,55,15,7.33,6.27,13.6
1561,Hitmonlee,Hitmonlee,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Low Sweep,Fighting,40,40,10.5,7.33,4.29,11.62
1562,Hitmonlee,Hitmonlee,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Brick Break,Fighting,40,35,9,7.33,5,12.33
1563,Hitmonlee,Hitmonlee,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Stomp,Normal,55,40,10.5,7.33,4.95,12.28
1564,Hitmonlee,Hitmonlee,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Close Combat,Fighting,100,45,12,7.33,9.33,16.66
1565,Hitmonlee,Hitmonlee,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Frustration,Normal,10,70,18,7.33,0.56,7.89
1566,Hitmonlee,Hitmonlee,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Return,Normal,130,70,18,7.33,6.72,14.05
1567,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Steel,6,2,7,Ice Punch,Ice,55,40,6,6,7.83,13.83
1568,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Steel,6,2,7,Thunder Punch,Electric,55,40,6,6,7.83,13.83
1569,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Steel,6,2,7,Fire Punch,Fire,55,40,6,6,7.83,13.83
1570,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Steel,6,2,7,Brick Break,Fighting,40,35,5,6,8.2,14.2
1571,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Steel,6,2,7,Close Combat,Fighting,100,45,7,6,14.71,20.71
1572,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Steel,6,2,7,Power-Up Punch,Fighting,20,35,5,6,4.2,10.2
1573,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Steel,6,2,7,Frustration,Normal,10,70,10,6,0.9,6.9
1574,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Steel,6,2,7,Return,Normal,130,70,10,6,11.1,17.1
1575,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Ice Punch,Ice,55,40,10.5,6.67,4.48,11.15
1576,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Thunder Punch,Electric,55,40,10.5,6.67,4.48,11.15
1577,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Fire Punch,Fire,55,40,10.5,6.67,4.48,11.15
1578,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Brick Break,Fighting,40,35,9,6.67,4.56,11.23
1579,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Close Combat,Fighting,100,45,12,6.67,8.58,15.25
1580,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Power-Up Punch,Fighting,20,35,9,6.67,2.33,9
1581,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Frustration,Normal,10,70,18,6.67,0.5,7.17
1582,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Fighting,9,3,6,Return,Normal,130,70,18,6.67,6.17,12.84
1583,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Fighting,8,2,7,Ice Punch,Ice,55,40,6,9,7.83,16.83
1584,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Fighting,8,2,7,Thunder Punch,Electric,55,40,6,9,7.83,16.83
1585,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Fighting,8,2,7,Fire Punch,Fire,55,40,6,9,7.83,16.83
1586,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Fighting,8,2,7,Brick Break,Fighting,40,35,5,9,8.2,17.2
1587,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Fighting,8,2,7,Close Combat,Fighting,100,45,7,9,14.71,23.71
1588,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Fighting,8,2,7,Power-Up Punch,Fighting,20,35,5,9,4.2,13.2
1589,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Fighting,8,2,7,Frustration,Normal,10,70,10,9,0.9,9.9
1590,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Fighting,8,2,7,Return,Normal,130,70,10,9,11.1,20.1
1591,Lickitung,Lickitung,Normal,Ghost,Lick,Ghost,3,1,3,Hyper Beam,Normal,150,80,13.5,4,6.96,10.96
1592,Lickitung,Lickitung,Normal,Ghost,Lick,Ghost,3,1,3,Power Whip,Grass,90,50,8.5,4,5.53,9.53
1593,Lickitung,Lickitung,Normal,Ghost,Lick,Ghost,3,1,3,Stomp,Normal,55,40,7,4,5,9
1594,Lickitung,Lickitung,Normal,Ghost,Lick,Ghost,3,1,3,Body Slam,Normal,60,35,6,4,6.33,10.33
1595,Lickitung,Lickitung,Normal,Ghost,Zen Headbutt,Psychic,8,3,6,Hyper Beam,Normal,150,80,21,3.33,4.48,7.81
1596,Lickitung,Lickitung,Normal,Ghost,Zen Headbutt,Psychic,8,3,6,Power Whip,Grass,90,50,13.5,3.33,3.48,6.81
1597,Lickitung,Lickitung,Normal,Ghost,Zen Headbutt,Psychic,8,3,6,Stomp,Normal,55,40,10.5,3.33,3.33,6.66
1598,Lickitung,Lickitung,Normal,Ghost,Zen Headbutt,Psychic,8,3,6,Body Slam,Normal,60,35,9,3.33,4.22,7.55
1599,Koffing,Koffing,Poison,Ghost,Tackle,Normal,3,1,2,Dark Pulse,Dark,80,50,12.5,4,3.68,7.68
1600,Koffing,Koffing,Poison,Ghost,Tackle,Normal,3,1,2,Sludge,Poison,50,40,10,4,3.4,7.4
1601,Koffing,Koffing,Poison,Ghost,Tackle,Normal,3,1,2,Sludge Bomb,Poison,80,50,12.5,4,4.4,8.4
1602,Koffing,Koffing,Poison,Ghost,Tackle,Normal,3,1,2,Frustration,Normal,10,70,17.5,4,0.34,4.34
1603,Koffing,Koffing,Poison,Ghost,Tackle,Normal,3,1,2,Return,Normal,130,70,17.5,4,4.23,8.23
1604,Koffing,Koffing,Poison,Ghost,Infestation,Bug,6,3,12,Dark Pulse,Dark,80,50,7.5,2.67,6.13,8.8
1605,Koffing,Koffing,Poison,Ghost,Infestation,Bug,6,3,12,Sludge,Poison,50,40,6,2.67,5.67,8.34
1606,Koffing,Koffing,Poison,Ghost,Infestation,Bug,6,3,12,Sludge Bomb,Poison,80,50,7.5,2.67,7.33,10
1607,Koffing,Koffing,Poison,Ghost,Infestation,Bug,6,3,12,Frustration,Normal,10,70,9,2.67,0.67,3.34
1608,Koffing,Koffing,Poison,Ghost,Infestation,Bug,6,3,12,Return,Normal,130,70,9,2.67,8.22,10.89
1609,Weezing,Weezing,Poison,Ghost,Tackle,Normal,3,1,2,Dark Pulse,Dark,80,50,12.5,6,5.04,11.04
1610,Weezing,Weezing,Poison,Ghost,Tackle,Normal,3,1,2,Shadow Ball,Ghost,100,55,14,6,5.64,11.64
1611,Weezing,Weezing,Poison,Ghost,Tackle,Normal,3,1,2,Thunderbolt,Electric,90,55,14,6,5.07,11.07
1612,Weezing,Weezing,Poison,Ghost,Tackle,Normal,3,1,2,Sludge Bomb,Poison,80,50,12.5,6,6,12
1613,Weezing,Weezing,Poison,Ghost,Tackle,Normal,3,1,2,Frustration,Normal,10,70,17.5,6,0.46,6.46
1614,Weezing,Weezing,Poison,Ghost,Tackle,Normal,3,1,2,Return,Normal,130,70,17.5,6,5.83,11.83
1615,Weezing,Weezing,Poison,Ghost,Infestation,Bug,6,3,12,Dark Pulse,Dark,80,50,7.5,3.33,8.4,11.73
1616,Weezing,Weezing,Poison,Ghost,Infestation,Bug,6,3,12,Shadow Ball,Ghost,100,55,7.5,3.33,10.53,13.86
1617,Weezing,Weezing,Poison,Ghost,Infestation,Bug,6,3,12,Thunderbolt,Electric,90,55,7.5,3.33,9.47,12.8
1618,Weezing,Weezing,Poison,Ghost,Infestation,Bug,6,3,12,Sludge Bomb,Poison,80,50,7.5,3.33,10,13.33
1619,Weezing,Weezing,Poison,Ghost,Infestation,Bug,6,3,12,Frustration,Normal,10,70,9,3.33,0.89,4.22
1620,Weezing,Weezing,Poison,Ghost,Infestation,Bug,6,3,12,Return,Normal,130,70,9,3.33,11.33,14.66
1621,Weezing,Weezing (Galarian Weezing),Poison,Fairy,Tackle,Normal,3,1,2,Hyper Beam,Normal,150,80,20,6,5.9,11.9
1622,Weezing,Weezing (Galarian Weezing),Poison,Fairy,Tackle,Normal,3,1,2,Sludge,Poison,50,40,10,6,4.7,10.7
1623,Weezing,Weezing (Galarian Weezing),Poison,Fairy,Tackle,Normal,3,1,2,Play Rough,Fairy,90,60,15,6,4.73,10.73
1624,Weezing,Weezing (Galarian Weezing),Poison,Fairy,Tackle,Normal,3,1,2,Overheat,Fire,130,55,14,6,7.29,13.29
1625,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Normal,3,1,2,Bulldoze,Ground,80,60,15,4,4.2,8.2
1626,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Normal,3,1,2,Horn Attack,Normal,40,35,9,4,3,7
1627,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Normal,3,1,2,Stomp,Normal,55,40,10,4,3.7,7.7
1628,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Normal,3,1,2,Frustration,Normal,10,70,17.5,4,0.4,4.4
1629,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Normal,3,1,2,Return,Normal,130,70,17.5,4,4.91,8.91
1630,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Fighting,9,3,6,Bulldoze,Ground,80,60,15,4,4.2,8.2
1631,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Fighting,9,3,6,Horn Attack,Normal,40,35,9,4,3,7
1632,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Fighting,9,3,6,Stomp,Normal,55,40,10.5,4,3.52,7.52
1633,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Fighting,9,3,6,Frustration,Normal,10,70,18,4,0.39,4.39
1634,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Fighting,9,3,6,Return,Normal,130,70,18,4,4.78,8.78
1635,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Fighting,9,3,6,Megahorn,Bug,110,55,15,5.33,6.13,11.46
1636,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Fighting,9,3,6,Earthquake,Ground,120,65,16.5,5.33,7.27,12.6
1637,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Fighting,9,3,6,Stone Edge,Rock,100,55,15,5.33,5.6,10.93
1638,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Fighting,9,3,6,Surf,Water,65,40,10.5,5.33,5.14,10.47
1639,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Fighting,9,3,6,Frustration,Normal,10,70,18,5.33,0.5,5.83
1640,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Fighting,9,3,6,Return,Normal,130,70,18,5.33,6,11.33
1641,Rhydon,Rhydon,Ground,Rock,Rock Smash,Fighting,9,3,6,Megahorn,Bug,110,55,15,5.33,6.13,11.46
1642,Rhydon,Rhydon,Ground,Rock,Rock Smash,Fighting,9,3,6,Earthquake,Ground,120,65,16.5,5.33,7.27,12.6
1643,Rhydon,Rhydon,Ground,Rock,Rock Smash,Fighting,9,3,6,Stone Edge,Rock,100,55,15,5.33,5.6,10.93
1644,Rhydon,Rhydon,Ground,Rock,Rock Smash,Fighting,9,3,6,Surf,Water,65,40,10.5,5.33,5.14,10.47
1645,Rhydon,Rhydon,Ground,Rock,Rock Smash,Fighting,9,3,6,Frustration,Normal,10,70,18,5.33,0.5,5.83
1646,Rhydon,Rhydon,Ground,Rock,Rock Smash,Fighting,9,3,6,Return,Normal,130,70,18,5.33,6,11.33
1647,Chansey,Chansey,Normal,Rock,Pound,Normal,5,2,4,Hyper Beam,Normal,150,80,20,2,2.9,4.9
1648,Chansey,Chansey,Normal,Rock,Pound,Normal,5,2,4,Dazzling Gleam,Fairy,110,70,18,2,1.94,3.94
1649,Chansey,Chansey,Normal,Rock,Pound,Normal,5,2,4,Psychic,Psychic,90,55,14,2,2.07,4.07
1650,Chansey,Chansey,Normal,Rock,Zen Headbutt,Psychic,8,3,6,Hyper Beam,Normal,150,80,21,2,2.76,4.76
1651,Chansey,Chansey,Normal,Rock,Zen Headbutt,Psychic,8,3,6,Dazzling Gleam,Fairy,110,70,18,2,1.94,3.94
1652,Chansey,Chansey,Normal,Rock,Zen Headbutt,Psychic,8,3,6,Psychic,Psychic,90,55,15,2,1.93,3.93
1653,Tangela,Tangela,Grass,Rock,Vine Whip,Grass,5,3,8,Sludge Bomb,Poison,80,50,10.5,3.33,6.38,9.71
1654,Tangela,Tangela,Grass,Rock,Vine Whip,Grass,5,3,8,Solar Beam,Grass,150,80,15,3.33,9.93,13.26
1655,Tangela,Tangela,Grass,Rock,Vine Whip,Grass,5,3,8,Power Whip,Grass,90,50,10.5,3.33,8.57,11.9
1656,Tangela,Tangela,Grass,Rock,Vine Whip,Grass,5,3,8,Grass Knot,Grass,90,50,10.5,3.33,8.57,11.9
1657,Tangela,Tangela,Grass,Rock,Infestation,Bug,6,3,12,Sludge Bomb,Poison,80,50,7.5,3.33,8.93,12.26
1658,Tangela,Tangela,Grass,Rock,Infestation,Bug,6,3,12,Solar Beam,Grass,150,80,10.5,3.33,14.19,17.52
1659,Tangela,Tangela,Grass,Rock,Infestation,Bug,6,3,12,Power Whip,Grass,90,50,7.5,3.33,12,15.33
1660,Tangela,Tangela,Grass,Rock,Infestation,Bug,6,3,12,Grass Knot,Grass,90,50,7.5,3.33,12,15.33
1661,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Fighting,4,2,5,Earthquake,Ground,120,65,13,4,7.08,11.08
1662,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Fighting,4,2,5,Brick Break,Fighting,40,35,7,4,4.43,8.43
1663,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Fighting,4,2,5,Stomp,Normal,55,40,8,4,6.38,10.38
1664,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Fighting,4,2,5,Outrage,Dragon,110,60,12,4,7,11
1665,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Fighting,4,2,5,Crunch,Dark,70,45,9,4,6,10
1666,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Fighting,4,2,5,Power-Up Punch,Fighting,20,35,7,4,2.29,6.29
1667,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Fighting,4,2,5,Frustration,Normal,10,70,14,4,0.71,4.71
1668,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Fighting,4,2,5,Return,Normal,130,70,14,4,8.5,12.5
1669,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Fighting,4,2,5,Earthquake,Ground,120,65,13,4,7.08,11.08
1670,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Fighting,4,2,5,Brick Break,Fighting,40,35,7,4,4.43,8.43
